# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "4" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.featurecounts.txt" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000092931.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76735865;76736190;76736311;76736565;76736853;76737387;76737501;76737679;76737679;76737695;76737701;76738071;76738096;76738282;76738282;76738282;76738282;76738282;76738282;76738282;76738282;76738282;76738282;76738284;76738410;76738938;76738938;76738938;76738938;76738938;76738938;76738938;76738938;76738938;76738938;76738938;76738938;76740957;76740957;76740957;76740957;76740957;76740957;76740957;76740957;76740957;76740957;76740957;76740957;76741969;76741969;76741969;76741969;76741969;76741969;76741969;76741969;76741969;76741994;76742019;76742177;76742177;76742177;76742177;76742177;76742177;76742177;76742177;76742191;76743398;76743398;76743398;76743398;76743398;76743398;76743398;76744322;76744322;76744322;76744322;76744322;76744322;76744322;76744322;76744322;76744322;76744322;76745393;76747931;76754047;76754047;76754047;76754047;76754047;76754047;76754047;76754047;76754047;76754047;76754047;76767003;76767386;76767386;76767386;76767386;76767386;76767386;76767386;76767386;76767386;76767386;76767386;76767441;76769191;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76769746;76773097;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76774997;76776406;76776406;76776406;76776406;76776406;76776406;76776406;76776406;76776406;76776406;76778188;76778188;76778188;76778188;76778188;76778188;76778188;76778188;76778188;76781041	76736028;76737091;76738448;76737091;76737091;76738527;76738165;76737998;76738165;76737976;76737883;76738165;76738165;76738448;76738448;76738448;76738448;76738448;76738448;76738488;76738448;76738448;76738448;76738448;76738448;76738993;76738993;76738993;76738993;76738993;76738993;76738993;76738993;76738993;76738993;76738993;76738993;76741064;76741064;76741064;76741064;76740990;76741064;76741064;76741064;76741064;76741064;76741064;76741064;76742048;76742048;76742048;76742048;76742048;76742048;76742048;76742048;76742048;76742048;76742048;76742273;76742273;76742273;76742273;76742273;76742273;76742273;76742273;76742273;76743456;76743456;76743456;76743456;76743456;76743456;76743456;76744466;76744466;76744466;76744466;76744466;76744466;76744466;76744466;76744466;76744466;76744466;76745439;76748061;76754087;76754087;76754087;76754087;76754087;76754087;76754087;76754087;76754204;76754087;76754087;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76767451;76769871;76769871;76769871;76769871;76769871;76769871;76769871;76769871;76769871;76769871;76769840;76769871;76769871;76769871;76773351;76775171;76775160;76775171;76775081;76775171;76775171;76775171;76775090;76775171;76775171;76775171;76775171;76775171;76776541;76776541;76776541;76776541;76776541;76776541;76776541;76776541;76776541;76776541;76779286;76778817;76778727;76778338;76778265;76779254;76779254;76778727;76778572;76781449	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6587	599
ENSG00000283805.1	chr17	76736450	76736548	-	99	0
ENSG00000200257.1	chr17	76752912	76753015	+	104	0
ENSG00000267065.2	chr17;chr17;chr17	76799044;76804185;76806288	76799544;76805953;76807102	+;+;+	3085	0
ENSG00000267535.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17	76850176;76856166;76856169;76858267;76861476;76861476;76861476	76850673;76856264;76856264;76858355;76861830;76861836;76861834	+;+;+;+;+;+;+	1047	0
ENSG00000167889.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76868456;76868456;76868716;76868824;76872647;76872711;76872851;76872851;76872851;76872851;76882151;76882151;76882151;76882151;76882151;76882151;76902555;76902555;76902555;76902555;76902555;76903303;76903303;76903303;76903303;76903303;76904252;76904252;76904252;76904252;76904252;76905169;76905169;76905169;76905169;76905169;76906018;76906018;76906018;76906018;76906018;76913669;76923850;76924966;76924966;76924966;76924966;76924966;76926597;76926597;76926597;76926597;76932645;76932645;76932645;76933292;76937988;76937988;76937988;76937988;76940402;76940402;76940402;76940402;76940732;76940732;76940732;76940732;76943948;76946250;76946376;76946376;76946376;76946376;76946376;76947830;76947830;76947830;76947830;76947830;76947830;76948640;76948640;76948640;76948640;76948640;76948640	76869097;76869097;76869097;76869097;76872963;76872963;76872963;76872963;76872963;76872963;76882298;76882298;76882298;76882298;76882298;76882527;76902670;76902670;76902670;76902670;76902670;76903376;76903376;76903376;76903376;76903376;76904422;76904422;76904422;76904422;76904422;76905333;76905333;76905333;76905333;76905333;76906187;76906187;76906187;76906187;76906187;76914098;76924423;76925020;76925097;76925097;76925097;76925097;76926730;76926730;76926730;76926730;76932775;76932775;76932775;76933297;76938143;76938143;76938143;76938143;76940548;76940548;76940548;76940548;76940848;76940848;76940848;76940848;76944262;76946450;76946450;76946450;76946450;76946450;76946450;76948086;76948086;76948086;76948086;76948086;76948086;76948896;76949447;76950382;76950393;76950377;76950377	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6386	1455
ENSG00000267568.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76950317;76950474;76953667;76962892;76963893;76963893;76968884;76968884	76950556;76950559;76953710;76963049;76964143;76964143;76969156;76969097	-;-;-;-;-;-;-;-	969	0
ENSG00000267521.1	chr17;chr17	76957023;76958136	76957657;76958222	-;-	722	0
ENSG00000280122.1	chr17	76966285	76969530	-	3246	0
ENSG00000276202.1	chr17	77014880	77015138	+	259	0
ENSG00000234912.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	77086716;77088673;77088749;77088749;77088868;77089153;77089153;77089153;77089153;77089153;77093244;77093244;77093244;77094070;77094070	77086863;77088949;77088949;77088949;77088949;77089271;77090098;77089271;77089271;77089271;77093762;77093347;77094990;77094983;77094983	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3118	80
ENSG00000129657.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	77086716;77086716;77088749;77088749;77088749;77088749;77088749;77088777;77089153;77089153;77089153;77089153;77089153;77089153;77089153;77089155;77093244;77093244;77093244;77093244;77093244;77093244;77099018;77099018;77099018;77099018;77099018;77127873;77130094;77140736;77140932;77140979;77141032;77141070;77141386;77142646;77142646;77142646;77142646;77142646;77142646;77142646;77142646;77142646;77142646;77142646;77142650;77143567;77143567;77143567;77143567;77143567;77143567;77143567;77143567;77143567;77143567;77143567;77143567;77143597;77144646;77181037;77185213;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77190803;77191181;77191181;77191181;77191181;77191181;77191181;77191181;77191181;77191181;77191181;77191188;77191188;77193401;77193421;77193421;77193421;77193421;77193421;77193421;77193421;77193421;77193421;77193421;77193421;77194677;77194677;77194677;77194677;77194677;77194677;77194677;77194677;77194677;77194677;77194677;77196202;77196202;77196202;77196202;77196202;77196202;77196202;77196202;77200484;77200484;77200484;77200484;77200484;77200484;77200484;77200484;77203570;77203570;77203570;77203570;77203570;77203570;77203570;77203570;77205207;77205276;77205276;77205276;77205276;77205276;77205276;77205276;77205276;77206229;77206229;77206229;77206229;77206229;77206229;77206229;77206229;77206229;77206728;77206728;77206728;77206728;77206728;77206728;77206728;77206728;77206815;77209342;77209342;77209342;77209342;77209342;77209342;77209342;77209342;77209861;77211737;77211950;77211950;77211950;77211950;77211950;77211950;77211950;77211950;77212715;77213314;77213314;77213314;77213314;77213314;77213314;77213314;77213314;77213314;77213314;77213918;77213918;77213918;77213918;77213918;77213918;77213918;77213918;77213918;77213990;77216549;77216549	77086863;77086863;77088949;77089271;77088949;77088985;77088949;77088877;77089271;77089271;77089271;77089271;77089271;77089271;77089271;77089271;77093347;77093347;77093347;77093347;77093347;77093347;77099174;77099196;77099174;77099196;77099174;77128103;77130191;77141107;77141054;77141107;77141107;77141107;77141721;77142750;77142750;77142750;77142750;77142750;77142750;77142750;77142750;77142750;77142750;77142750;77142750;77143659;77143659;77143638;77143642;77143659;77143659;77143659;77143860;77143659;77143659;77143659;77143659;77143659;77145051;77181146;77185383;77190952;77190952;77190952;77190952;77190952;77190952;77190952;77190920;77190952;77190952;77190952;77190952;77190952;77190952;77191312;77191312;77191312;77191312;77191312;77191312;77191312;77191269;77191312;77191312;77191312;77191307;77193549;77193549;77193549;77193549;77193549;77193549;77193549;77193549;77193549;77193549;77193549;77193549;77194911;77194911;77194911;77194911;77194757;77195031;77194911;77194911;77194911;77194911;77194733;77196311;77196311;77196311;77196311;77196311;77196311;77196311;77196311;77200673;77200673;77200673;77200673;77200673;77200673;77200673;77200673;77203658;77203658;77203658;77203658;77203658;77203658;77203658;77203658;77205346;77205346;77205346;77205346;77205346;77205346;77205346;77205346;77205346;77206400;77206400;77206400;77206400;77206400;77206400;77206395;77206400;77206400;77206862;77206862;77206862;77206862;77206862;77206862;77206862;77206862;77206862;77209476;77209476;77209476;77209476;77209476;77209476;77209476;77209476;77212201;77212201;77212201;77212201;77212201;77212100;77212201;77212201;77212201;77212201;77212752;77213492;77213492;77213492;77213766;77213492;77213492;77213492;77213492;77213492;77213492;77214331;77214019;77214347;77216802;77214271;77216906;77214329;77214019;77214360;77214360;77217101;77216802	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10850	2107
ENSG00000275143.1	chr17	77089307	77089493	+	187	0
ENSG00000284250.1	chr17	77089417	77089497	+	81	0
ENSG00000222808.1	chr17	77152561	77152674	-	114	0
ENSG00000262870.1	chr17;chr17	77198950;77199298	77198997;77199543	-;-	294	0
ENSG00000263718.2	chr17;chr17;chr17;chr17;chr17;chr17;chr17	77257737;77257737;77258240;77273784;77274190;77274190;77281612	77258136;77258348;77258389;77274041;77274326;77274340;77281897	-;-;-;-;-;-;-	1348	12
ENSG00000265121.1	chr17	77264180	77264776	-	597	0
ENSG00000184640.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	77280569;77281410;77281437;77281451;77286307;77287891;77287891;77287949;77294489;77294774;77307141;77307141;77307141;77307141;77307141;77307141;77319515;77319515;77319592;77319602;77320313;77322610;77322789;77323706;77373190;77373337;77373933;77374177;77375921;77376083;77380123;77400558;77400584;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402059;77402101;77402337;77402337;77402556;77405077;77419802;77426956;77450567;77450576;77450737;77450848;77451244;77451244;77451367;77453825;77453993;77454027;77454072;77454080;77456366;77466403;77475243;77481910;77481913;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77482144;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487424;77487429;77487482;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488240;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488727;77488803;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490742;77490808;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492621;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77492980;77496214;77497075;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77497315;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77498523;77500264;77500407	77280806;77281554;77281554;77281554;77286441;77288210;77288214;77288214;77294571;77294903;77307197;77307197;77307197;77307197;77307197;77307197;77320348;77320348;77319803;77319803;77320348;77322670;77322948;77323811;77373552;77373552;77374137;77374357;77376398;77376398;77380249;77400590;77400718;77402483;77402703;77402703;77402703;77402703;77402402;77402415;77402449;77402329;77402579;77402703;77402200;77402389;77402703;77402703;77402089;77402449;77402393;77402703;77402455;77402703;77402703;77402495;77402703;77402703;77405140;77419880;77427201;77450786;77450786;77450786;77450978;77451528;77451528;77451528;77453996;77454363;77454108;77454449;77454363;77456506;77466560;77475903;77482335;77482012;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77482335;77484128;77482335;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487537;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487552;77487493;77487552;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488264;77488321;77488321;77488321;77488273;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488321;77488297;77488321;77488321;77488864;77488788;77488864;77488864;77488864;77488864;77488864;77488864;77488851;77488864;77488737;77488826;77488864;77488761;77488864;77488762;77488864;77488864;77488864;77488864;77488864;77488810;77488864;77488864;77488864;77488864;77490859;77490859;77490859;77490859;77490818;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77490859;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77492716;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493076;77493230;77493076;77493076;77493076;77496367;77497366;77497366;77497614;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77497366;77499029;77500592;77500592;77500594;77500592;77498824;77500594;77500596;77499501;77499040;77498765;77500594;77500592;77499024;77498941;77500593;77500596	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12844	5599
ENSG00000266998.1	chr17	77373818	77377236	-	3419	0
ENSG00000264060.1	chr17	77396984	77397054	-	71	0
ENSG00000200651.1	chr17	77442109	77442213	+	105	0
ENSG00000279801.1	chr17	77444704	77447167	+	2464	2
ENSG00000267263.1	chr17;chr17	77469068;77470865	77469654;77471045	+;+	768	2
ENSG00000267016.1	chr17;chr17;chr17	77469162;77470750;77472464	77469692;77471043;77472770	-;-;-	1132	0
ENSG00000267665.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	77526998;77528125;77528853;77529049;77530461;77533098;77533178;77533181;77534455;77534455;77534455;77534455;77536240	77527145;77531809;77528897;77529349;77530939;77533266;77533266;77533266;77534683;77534611;77534712;77534687;77536592	+;+;+;+;+;+;+;+;+;+;+;+;+	4613	0
